employee_id,previous_salary,new_salary,previous_role,new_role,previous_level,new_level,effective_date,change_type,change_reason
EMP0402,,16688,,DevOps Engineer,,Junior,2019-01-09,Hire,Initial appointment
EMP0402,16688,28814,DevOps Engineer,DevOps Engineer,Junior,Senior,2020-05-11,Promotion,Retention adjustment
EMP0663,,16780,,Data Engineer,,Junior,2019-09-09,Hire,Initial appointment
EMP0663,16780,18353,Data Engineer,Data Engineer,Junior,Junior,2023-12-08,Annual Raise,Cost of living adjustment
EMP0663,18353,25156,Data Engineer,Data Engineer,Junior,Senior,2024-06-30,Promotion,Promoted following review
EMP0465,,13535,,Data Analyst,,Junior,2022-08-16,Hire,Initial appointment
EMP0465,13535,14231,Data Analyst,Data Analyst,Junior,Junior,2023-04-27,Annual Raise,Market correction adjustment
EMP0465,14231,16988,Data Analyst,Data Analyst,Junior,Junior,2024-08-24,Annual Raise,Promoted following review
EMP0465,16988,23371,Data Analyst,Data Analyst,Junior,Mid,2025-01-18,Promotion,Project completion bonus integration
EMP0568,,30039,,Data Engineer,,Mid,2017-08-20,Hire,Initial appointment
EMP0568,30039,32999,Data Engineer,Data Engineer,Mid,Mid,2019-12-31,Annual Raise,Promoted following review
EMP0568,32999,45051,Data Engineer,Data Engineer,Mid,Lead,2024-02-06,Promotion,Market correction adjustment
EMP0007,,17155,,HR Analyst,,Junior,2021-07-25,Hire,Initial appointment
EMP0007,17155,19279,HR Analyst,HR Analyst,Junior,Junior,2022-07-17,Annual Raise,Project completion bonus integration
EMP0007,19279,28752,HR Analyst,HR Analyst,Junior,Senior,2022-08-18,Promotion,Annual performance increase
EMP0937,,16351,,Data Scientist,,Junior,2022-09-11,Hire,Initial appointment
EMP0937,16351,19513,Data Scientist,Data Scientist,Junior,Junior,2023-09-27,Annual Raise,Project completion bonus integration
EMP0937,19513,23274,Data Scientist,Data Scientist,Junior,Mid,2025-05-19,Promotion,Annual performance increase
EMP0560,,11659,,Supply Chain Analyst,,Junior,2021-08-27,Hire,Initial appointment
EMP0560,11659,13857,Supply Chain Analyst,Supply Chain Analyst,Junior,Junior,2022-04-02,Annual Raise,Cost of living adjustment
EMP0560,13857,15294,Supply Chain Analyst,Supply Chain Analyst,Junior,Junior,2023-12-19,Annual Raise,Cost of living adjustment
EMP0560,15294,17924,Supply Chain Analyst,Supply Chain Analyst,Junior,Mid,2024-04-11,Promotion,Market correction adjustment
EMP0673,,13989,,Digital Analyst,,Junior,2024-09-23,Hire,Initial appointment
EMP0673,13989,15743,Digital Analyst,Digital Analyst,Junior,Junior,2025-04-04,Annual Raise,Market correction adjustment
EMP0673,15743,23819,Digital Analyst,Digital Analyst,Junior,Mid,2025-05-27,Promotion,Cost of living adjustment
EMP0001,,9882,,Senior Data Engineer,,Junior,2019-08-06,Hire,Initial appointment
EMP0001,9882,11383,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2021-08-22,Annual Raise,Market correction adjustment
EMP0001,11383,17839,Senior Data Engineer,Senior Data Engineer,Junior,Mid,2022-10-09,Promotion,Promoted following review
EMP0121,,7694,,Product Manager,,Mid,2024-02-21,Hire,Initial appointment
EMP0121,7694,8421,Product Manager,Product Manager,Mid,Mid,2024-09-14,Annual Raise,Retention adjustment
EMP0121,8421,9755,Product Manager,Product Manager,Mid,Mid,2024-10-27,Annual Raise,Retention adjustment
EMP0121,9755,11640,Product Manager,Product Manager,Mid,Mid,2025-02-14,Annual Raise,Promoted following review
EMP0121,11640,13269,Product Manager,Product Manager,Mid,Junior,2025-06-25,Promotion,Cost of living adjustment
EMP0886,,11727,,Senior Data Engineer,,Junior,2023-01-09,Hire,Initial appointment
EMP0886,11727,12516,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2024-04-30,Annual Raise,Promoted following review
EMP0886,12516,20871,Senior Data Engineer,Senior Data Engineer,Junior,Mid,2025-01-07,Promotion,Promoted following review
EMP0078,,31759,,Vendor Manager,,Mid,2019-02-06,Hire,Initial appointment
EMP0078,31759,34429,Vendor Manager,Vendor Manager,Mid,Mid,2020-04-13,Annual Raise,Annual performance increase
EMP0078,34429,41115,Vendor Manager,Vendor Manager,Mid,Mid,2020-04-30,Annual Raise,Market correction adjustment
EMP0078,41115,46864,Vendor Manager,Vendor Manager,Mid,Lead,2020-08-13,Promotion,Market correction adjustment
EMP0648,,7459,,Lead Data Engineer,,Mid,2024-09-03,Hire,Initial appointment
EMP0648,7459,12553,Lead Data Engineer,Lead Data Engineer,Mid,Junior,2025-06-06,Promotion,Cost of living adjustment
EMP0798,,11713,,Procurement Analyst,,Junior,2022-05-02,Hire,Initial appointment
EMP0798,11713,13624,Procurement Analyst,Procurement Analyst,Junior,Junior,2024-01-31,Annual Raise,Retention adjustment
EMP0798,13624,18401,Procurement Analyst,Procurement Analyst,Junior,Mid,2024-07-16,Promotion,Promoted following review
EMP0524,,13348,,Data Analyst,,Junior,2020-02-13,Hire,Initial appointment
EMP0524,13348,20706,Data Analyst,Data Analyst,Junior,Mid,2021-03-30,Promotion,Cost of living adjustment
EMP0070,,15978,,UX Designer,,Junior,2018-03-10,Hire,Initial appointment
EMP0070,15978,18637,UX Designer,UX Designer,Junior,Junior,2018-11-23,Annual Raise,Promoted following review
EMP0070,18637,20647,UX Designer,UX Designer,Junior,Junior,2020-08-29,Annual Raise,Annual performance increase
EMP0070,20647,22595,UX Designer,UX Designer,Junior,Junior,2020-11-16,Annual Raise,Promoted following review
EMP0070,22595,28335,UX Designer,UX Designer,Junior,Senior,2024-06-26,Promotion,Cost of living adjustment
EMP0571,,12386,,Account Manager,,Junior,2023-01-24,Hire,Initial appointment
EMP0571,12386,19625,Account Manager,Account Manager,Junior,Mid,2024-05-12,Promotion,Project completion bonus integration
EMP0096,,25634,,Senior Data Engineer,,Junior,2020-09-15,Hire,Initial appointment
EMP0096,25634,30057,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2021-08-15,Annual Raise,Cost of living adjustment
EMP0096,30057,34726,Senior Data Engineer,Senior Data Engineer,Junior,Senior,2025-05-04,Promotion,Annual performance increase
EMP0872,,7860,,Data Scientist,,Mid,2024-07-13,Hire,Initial appointment
EMP0872,7860,12614,Data Scientist,Data Scientist,Mid,Junior,2025-06-11,Promotion,Project completion bonus integration
EMP0215,,18431,,Senior Data Engineer,,Junior,2016-02-21,Hire,Initial appointment
EMP0215,18431,32912,Senior Data Engineer,Senior Data Engineer,Junior,Senior,2021-05-25,Promotion,Market correction adjustment
EMP0871,,11357,,Procurement Analyst,,Junior,2024-07-07,Hire,Initial appointment
EMP0871,11357,12275,Procurement Analyst,Procurement Analyst,Junior,Junior,2025-05-07,Annual Raise,Annual performance increase
EMP0871,12275,17721,Procurement Analyst,Procurement Analyst,Junior,Mid,2025-06-30,Promotion,Retention adjustment
EMP0025,,7132,,Data Analyst,,Mid,2024-05-25,Hire,Initial appointment
EMP0025,7132,12563,Data Analyst,Data Analyst,Mid,Junior,2024-12-31,Promotion,Cost of living adjustment
EMP0905,,9257,,Sales Analyst,,Mid,2024-04-12,Hire,Initial appointment
EMP0905,9257,10202,Sales Analyst,Sales Analyst,Mid,Mid,2025-02-07,Annual Raise,Market correction adjustment
EMP0905,10202,11929,Sales Analyst,Sales Analyst,Mid,Mid,2025-02-21,Annual Raise,Annual performance increase
EMP0905,11929,12652,Sales Analyst,Sales Analyst,Mid,Mid,2025-03-23,Annual Raise,Annual performance increase
EMP0905,12652,13971,Sales Analyst,Sales Analyst,Mid,Junior,2025-05-19,Promotion,Retention adjustment
EMP0173,,13960,,Account Manager,,Junior,2024-05-31,Hire,Initial appointment
EMP0173,13960,22654,Account Manager,Account Manager,Junior,Mid,2024-11-30,Promotion,Retention adjustment
EMP0878,,14538,,DevOps Engineer,,Junior,2023-01-09,Hire,Initial appointment
EMP0878,14538,16241,DevOps Engineer,DevOps Engineer,Junior,Junior,2023-09-11,Annual Raise,Retention adjustment
EMP0878,16241,19176,DevOps Engineer,DevOps Engineer,Junior,Junior,2024-10-22,Annual Raise,Market correction adjustment
EMP0878,19176,23103,DevOps Engineer,DevOps Engineer,Junior,Mid,2025-05-28,Promotion,Project completion bonus integration
EMP0559,,27378,,Sustainability Analyst,,Mid,2008-08-17,Hire,Initial appointment
EMP0559,27378,32245,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2018-01-09,Annual Raise,Annual performance increase
EMP0559,32245,35140,Sustainability Analyst,Sustainability Analyst,Mid,Mid,2021-05-21,Annual Raise,Retention adjustment
EMP0559,35140,44004,Sustainability Analyst,Sustainability Analyst,Mid,Lead,2025-02-21,Promotion,Cost of living adjustment
EMP0115,,8986,,Lead Data Engineer,,Mid,2024-09-16,Hire,Initial appointment
EMP0115,8986,10396,Lead Data Engineer,Lead Data Engineer,Mid,Mid,2025-04-02,Annual Raise,Retention adjustment
EMP0115,10396,12323,Lead Data Engineer,Lead Data Engineer,Mid,Mid,2025-04-13,Annual Raise,Cost of living adjustment
EMP0115,12323,13450,Lead Data Engineer,Lead Data Engineer,Mid,Mid,2025-05-18,Annual Raise,Cost of living adjustment
EMP0115,13450,12628,Lead Data Engineer,Lead Data Engineer,Mid,Junior,2025-06-10,Promotion,Project completion bonus integration
EMP0006,,15200,,Learning & Development,,Junior,2024-03-28,Hire,Initial appointment
EMP0006,15200,17654,Learning & Development,Learning & Development,Junior,Junior,2024-09-27,Annual Raise,Market correction adjustment
EMP0006,17654,19734,Learning & Development,Learning & Development,Junior,Junior,2025-01-09,Annual Raise,Promoted following review
EMP0006,19734,22749,Learning & Development,Learning & Development,Junior,Mid,2025-04-25,Promotion,Retention adjustment
EMP0585,,13303,,Procurement Analyst,,Junior,2021-05-09,Hire,Initial appointment
EMP0585,13303,15228,Procurement Analyst,Procurement Analyst,Junior,Junior,2023-09-17,Annual Raise,Promoted following review
EMP0585,15228,21275,Procurement Analyst,Procurement Analyst,Junior,Mid,2024-11-26,Promotion,Promoted following review
EMP0339,,12642,,HR Analyst,,Junior,2022-07-04,Hire,Initial appointment
EMP0339,12642,22434,HR Analyst,HR Analyst,Junior,Mid,2025-05-26,Promotion,Project completion bonus integration
EMP0470,,9420,,Supply Chain Analyst,,Mid,2022-03-08,Hire,Initial appointment
EMP0470,9420,14774,Supply Chain Analyst,Supply Chain Analyst,Mid,Junior,2023-09-21,Promotion,Market correction adjustment
EMP0358,,17612,,Sustainability Analyst,,Junior,2019-07-14,Hire,Initial appointment
EMP0358,17612,20077,Sustainability Analyst,Sustainability Analyst,Junior,Junior,2020-08-02,Annual Raise,Annual performance increase
EMP0358,20077,29314,Sustainability Analyst,Sustainability Analyst,Junior,Senior,2021-10-31,Promotion,Promoted following review
EMP0442,,25037,,Sustainability Analyst,,Junior,2015-07-20,Hire,Initial appointment
EMP0442,25037,35642,Sustainability Analyst,Sustainability Analyst,Junior,Senior,2022-08-12,Promotion,Retention adjustment
EMP0642,,18821,,Data Engineer,,Junior,2020-09-22,Hire,Initial appointment
EMP0642,18821,21509,Data Engineer,Data Engineer,Junior,Junior,2024-09-01,Annual Raise,Retention adjustment
EMP0642,21509,29057,Data Engineer,Data Engineer,Junior,Senior,2024-12-23,Promotion,Promoted following review
EMP0939,,24158,,Lead Data Engineer,,Junior,2022-05-01,Hire,Initial appointment
EMP0939,24158,25784,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2024-03-21,Annual Raise,Annual performance increase
EMP0939,25784,33854,Lead Data Engineer,Lead Data Engineer,Junior,Senior,2024-09-11,Promotion,Annual performance increase
EMP0463,,13915,,DevOps Engineer,,Junior,2022-03-26,Hire,Initial appointment
EMP0463,13915,16604,DevOps Engineer,DevOps Engineer,Junior,Junior,2023-08-11,Annual Raise,Retention adjustment
EMP0463,16604,18243,DevOps Engineer,DevOps Engineer,Junior,Junior,2024-03-05,Annual Raise,Promoted following review
EMP0463,18243,19778,DevOps Engineer,DevOps Engineer,Junior,Mid,2024-07-07,Promotion,Market correction adjustment
EMP0593,,12018,,Financial Analyst,,Junior,2022-09-22,Hire,Initial appointment
EMP0593,12018,12750,Financial Analyst,Financial Analyst,Junior,Junior,2023-09-21,Annual Raise,Cost of living adjustment
EMP0593,12750,14820,Financial Analyst,Financial Analyst,Junior,Junior,2023-10-27,Annual Raise,Retention adjustment
EMP0593,14820,17907,Financial Analyst,Financial Analyst,Junior,Mid,2024-12-07,Promotion,Promoted following review
EMP0343,,13423,,Senior Data Engineer,,Junior,2022-02-06,Hire,Initial appointment
EMP0343,13423,15859,Senior Data Engineer,Senior Data Engineer,Junior,Junior,2023-08-27,Annual Raise,Project completion bonus integration
EMP0343,15859,23073,Senior Data Engineer,Senior Data Engineer,Junior,Mid,2024-03-05,Promotion,Retention adjustment
EMP0387,,17023,,Supply Chain Analyst,,Junior,2020-03-18,Hire,Initial appointment
EMP0387,17023,20383,Supply Chain Analyst,Supply Chain Analyst,Junior,Junior,2020-10-06,Annual Raise,Cost of living adjustment
EMP0387,20383,28212,Supply Chain Analyst,Supply Chain Analyst,Junior,Senior,2023-04-25,Promotion,Promoted following review
EMP0429,,13820,,Learning & Development,,Junior,2021-01-13,Hire,Initial appointment
EMP0429,13820,15036,Learning & Development,Learning & Development,Junior,Junior,2022-03-12,Annual Raise,Promoted following review
EMP0429,15036,19822,Learning & Development,Learning & Development,Junior,Mid,2025-06-24,Promotion,Market correction adjustment
EMP0081,,13128,,Network Engineer,,Junior,2023-01-05,Hire,Initial appointment
EMP0081,13128,15595,Network Engineer,Network Engineer,Junior,Junior,2024-07-29,Annual Raise,Market correction adjustment
EMP0081,15595,16657,Network Engineer,Network Engineer,Junior,Junior,2024-10-23,Annual Raise,Market correction adjustment
EMP0081,16657,20764,Network Engineer,Network Engineer,Junior,Mid,2024-12-09,Promotion,Project completion bonus integration
EMP0879,,8658,,Finance Manager,,Mid,2024-04-18,Hire,Initial appointment
EMP0879,8658,12688,Finance Manager,Finance Manager,Mid,Junior,2024-11-06,Promotion,Retention adjustment
EMP0458,,18667,,Brand Manager,,Junior,2020-04-30,Hire,Initial appointment
EMP0458,18667,21993,Brand Manager,Brand Manager,Junior,Junior,2024-01-12,Annual Raise,Promoted following review
EMP0458,21993,33069,Brand Manager,Brand Manager,Junior,Senior,2024-12-08,Promotion,Market correction adjustment
EMP0182,,13035,,Data Engineer,,Junior,2019-08-18,Hire,Initial appointment
EMP0182,13035,17826,Data Engineer,Data Engineer,Junior,Mid,2020-04-05,Promotion,Cost of living adjustment
EMP0518,,13928,,Lead Data Engineer,,Junior,2021-02-26,Hire,Initial appointment
EMP0518,13928,16652,Lead Data Engineer,Lead Data Engineer,Junior,Junior,2023-03-05,Annual Raise,Annual performance increase
EMP0518,16652,22544,Lead Data Engineer,Lead Data Engineer,Junior,Mid,2024-06-30,Promotion,Cost of living adjustment
EMP0655,,9587,,Account Manager,,Mid,2024-01-30,Hire,Initial appointment
EMP0655,9587,13486,Account Manager,Account Manager,Mid,Junior,2024-12-11,Promotion,Project completion bonus integration
EMP0298,,10232,,Sales Analyst,,Mid,2024-08-02,Hire,Initial appointment
EMP0298,10232,12156,Sales Analyst,Sales Analyst,Mid,Mid,2025-02-06,Annual Raise,Retention adjustment
EMP0298,12156,16074,Sales Analyst,Sales Analyst,Mid,Junior,2025-03-31,Promotion,Project completion bonus integration
EMP0603,,34807,,Platform Engineer,,Mid,2003-08-14,Hire,Initial appointment
EMP0603,34807,37231,Platform Engineer,Platform Engineer,Mid,Mid,2015-01-01,Annual Raise,Retention adjustment
EMP0603,37231,40866,Platform Engineer,Platform Engineer,Mid,Mid,2015-11-22,Annual Raise,Annual performance increase
EMP0603,40866,59207,Platform Engineer,Platform Engineer,Mid,Director,2019-06-16,Promotion,Promoted following review
EMP0030,,18773,,Senior Data Engineer,,Junior,2017-07-29,Hire,Initial appointment
EMP0030,18773,26684,Senior Data Engineer,Senior Data Engineer,Junior,Senior,2018-11-28,Promotion,Promoted following review
EMP0479,,15501,,Marketing Analyst,,Junior,2022-06-05,Hire,Initial appointment
EMP0479,15501,16485,Marketing Analyst,Marketing Analyst,Junior,Junior,2023-12-24,Annual Raise,Cost of living adjustment
EMP0479,16485,22582,Marketing Analyst,Marketing Analyst,Junior,Mid,2024-02-16,Promotion,Market correction adjustment
EMP0966,,17892,,HR Analyst,,Junior,2014-04-26,Hire,Initial appointment
EMP0966,17892,30054,HR Analyst,HR Analyst,Junior,Senior,2020-10-01,Promotion,Project completion bonus integration
EMP0772,,13259,,Vendor Manager,,Junior,2024-08-02,Hire,Initial appointment
EMP0772,13259,14316,Vendor Manager,Vendor Manager,Junior,Junior,2025-04-15,Annual Raise,Annual performance increase
EMP0772,14316,16998,Vendor Manager,Vendor Manager,Junior,Junior,2025-04-18,Annual Raise,Project completion bonus integration
EMP0772,16998,18169,Vendor Manager,Vendor Manager,Junior,Junior,2025-06-20,Annual Raise,Promoted following review
EMP0772,18169,22795,Vendor Manager,Vendor Manager,Junior,Mid,2025-06-29,Promotion,Project completion bonus integration
EMP0611,,24907,,Legal Analyst,,Junior,2018-06-03,Hire,Initial appointment
EMP0611,24907,27693,Legal Analyst,Legal Analyst,Junior,Junior,2020-01-10,Annual Raise,Annual performance increase
EMP0611,27693,35603,Legal Analyst,Legal Analyst,Junior,Senior,2020-09-09,Promotion,Retention adjustment
EMP0013,,8347,,Senior Data Engineer,,Mid,2024-09-05,Hire,Initial appointment
EMP0013,8347,12645,Senior Data Engineer,Senior Data Engineer,Mid,Junior,2025-03-24,Promotion,Project completion bonus integration
EMP0922,,14664,,Learning & Development,,Junior,2022-01-29,Hire,Initial appointment
EMP0922,14664,15874,Learning & Development,Learning & Development,Junior,Junior,2023-09-04,Annual Raise,Cost of living adjustment
EMP0922,15874,23402,Learning & Development,Learning & Development,Junior,Mid,2023-11-26,Promotion,Promoted following review
EMP0165,,13167,,Procurement Analyst,,Junior,2019-05-06,Hire,Initial appointment
EMP0165,13167,15501,Procurement Analyst,Procurement Analyst,Junior,Junior,2020-11-26,Annual Raise,Annual performance increase
EMP0165,15501,16453,Procurement Analyst,Procurement Analyst,Junior,Junior,2021-07-02,Annual Raise,Project completion bonus integration
EMP0165,16453,17803,Procurement Analyst,Procurement Analyst,Junior,Junior,2021-11-15,Annual Raise,Annual performance increase
EMP0165,17803,22043,Procurement Analyst,Procurement Analyst,Junior,Mid,2023-11-16,Promotion,Cost of living adjustment
EMP0286,,22047,,BI Developer,,Junior,2016-05-17,Hire,Initial appointment
EMP0286,22047,24513,BI Developer,BI Developer,Junior,Junior,2018-08-30,Annual Raise,Retention adjustment
EMP0286,24513,33775,BI Developer,BI Developer,Junior,Senior,2021-10-28,Promotion,Annual performance increase
EMP0767,,13004,,Procurement Analyst,,Junior,2023-08-11,Hire,Initial appointment
EMP0767,13004,20438,Procurement Analyst,Procurement Analyst,Junior,Mid,2025-03-29,Promotion,Retention adjustment
EMP0783,,26247,,IT Manager,,Junior,2016-08-05,Hire,Initial appointment
EMP0783,26247,29061,IT Manager,IT Manager,Junior,Junior,2018-11-24,Annual Raise,Cost of living adjustment
EMP0783,29061,31327,IT Manager,IT Manager,Junior,Junior,2020-02-20,Annual Raise,Promoted following review
EMP0783,31327,36462,IT Manager,IT Manager,Junior,Junior,2021-07-22,Annual Raise,Promoted following review
EMP0783,36462,35899,IT Manager,IT Manager,Junior,Senior,2022-04-03,Promotion,Market correction adjustment
EMP0948,,22205,,Procurement Analyst,,Mid,2018-01-14,Hire,Initial appointment
EMP0948,22205,25692,Procurement Analyst,Procurement Analyst,Mid,Mid,2019-09-21,Annual Raise,Promoted following review
EMP0948,25692,27421,Procurement Analyst,Procurement Analyst,Mid,Mid,2021-04-15,Annual Raise,Cost of living adjustment
EMP0948,27421,40070,Procurement Analyst,Procurement Analyst,Mid,Lead,2021-09-07,Promotion,Market correction adjustment
EMP0830,,32449,,Sales Analyst,,Mid,2012-02-17,Hire,Initial appointment
EMP0830,32449,38179,Sales Analyst,Sales Analyst,Mid,Mid,2018-03-14,Annual Raise,Annual performance increase
EMP0830,38179,41493,Sales Analyst,Sales Analyst,Mid,Mid,2023-11-25,Annual Raise,Annual performance increase
EMP0830,41493,50489,Sales Analyst,Sales Analyst,Mid,Director,2024-09-30,Promotion,Market correction adjustment
EMP0166,,11443,,Legal Analyst,,Junior,2022-03-22,Hire,Initial appointment
EMP0166,11443,13080,Legal Analyst,Legal Analyst,Junior,Junior,2023-03-22,Annual Raise,Promoted following review
EMP0166,13080,13861,Legal Analyst,Legal Analyst,Junior,Junior,2023-03-24,Annual Raise,Promoted following review
EMP0166,13861,15641,Legal Analyst,Legal Analyst,Junior,Junior,2023-09-06,Annual Raise,Retention adjustment
EMP0166,15641,17823,Legal Analyst,Legal Analyst,Junior,Mid,2024-04-20,Promotion,Cost of living adjustment
EMP0756,,9975,,Data Modeler,,Mid,2022-07-26,Hire,Initial appointment
EMP0756,9975,11885,Data Modeler,Data Modeler,Mid,Mid,2023-05-05,Annual Raise,Retention adjustment
EMP0756,11885,12714,Data Modeler,Data Modeler,Mid,Mid,2023-12-26,Annual Raise,Retention adjustment
EMP0756,12714,14772,Data Modeler,Data Modeler,Mid,Junior,2024-11-27,Promotion,Market correction adjustment
EMP0033,,11184,,Account Manager,,Junior,2024-04-01,Hire,Initial appointment
EMP0033,11184,12076,Account Manager,Account Manager,Junior,Junior,2025-01-05,Annual Raise,Annual performance increase
EMP0033,12076,17226,Account Manager,Account Manager,Junior,Mid,2025-03-27,Promotion,Annual performance increase
EMP0857,,16707,,Cloud Architect,,Junior,2021-01-17,Hire,Initial appointment
EMP0857,16707,18683,Cloud Architect,Cloud Architect,Junior,Junior,2021-08-07,Annual Raise,Project completion bonus integration
EMP0857,18683,22403,Cloud Architect,Cloud Architect,Junior,Mid,2023-04-27,Promotion,Project completion bonus integration
EMP0074,,13470,,Digital Analyst,,Junior,2021-07-13,Hire,Initial appointment
EMP0074,13470,14250,Digital Analyst,Digital Analyst,Junior,Junior,2023-01-14,Annual Raise,Cost of living adjustment
EMP0074,14250,19723,Digital Analyst,Digital Analyst,Junior,Mid,2024-11-16,Promotion,Project completion bonus integration
EMP0275,,12024,,ML Engineer,,Junior,2024-02-17,Hire,Initial appointment
EMP0275,12024,14205,ML Engineer,ML Engineer,Junior,Junior,2024-11-14,Annual Raise,Project completion bonus integration
EMP0275,14205,18318,ML Engineer,ML Engineer,Junior,Mid,2025-02-16,Promotion,Annual performance increase
EMP0008,,22145,,Supply Chain Analyst,,Junior,2013-05-18,Hire,Initial appointment
EMP0008,22145,25313,Supply Chain Analyst,Supply Chain Analyst,Junior,Junior,2014-03-03,Annual Raise,Market correction adjustment
EMP0008,25313,28912,Supply Chain Analyst,Supply Chain Analyst,Junior,Junior,2016-10-30,Annual Raise,Market correction adjustment
EMP0008,28912,35532,Supply Chain Analyst,Supply Chain Analyst,Junior,Senior,2018-03-09,Promotion,Annual performance increase
EMP0134,,39082,,Legal Analyst,,Mid,2015-04-10,Hire,Initial appointment
EMP0134,39082,44623,Legal Analyst,Legal Analyst,Mid,Mid,2015-12-02,Annual Raise,Retention adjustment
EMP0134,44623,50829,Legal Analyst,Legal Analyst,Mid,Mid,2019-06-27,Annual Raise,Cost of living adjustment
EMP0134,50829,58300,Legal Analyst,Legal Analyst,Mid,Director,2022-12-19,Promotion,Cost of living adjustment
EMP0062,,21111,,Marketing Analyst,,Junior,2018-02-12,Hire,Initial appointment
EMP0062,21111,22501,Marketing Analyst,Marketing Analyst,Junior,Junior,2021-07-25,Annual Raise,Market correction adjustment
EMP0062,22501,28404,Marketing Analyst,Marketing Analyst,Junior,Senior,2022-07-26,Promotion,Market correction adjustment
EMP0474,,20980,,Finance Manager,,Junior,2020-02-23,Hire,Initial appointment
EMP0474,20980,34415,Finance Manager,Finance Manager,Junior,Senior,2022-11-10,Promotion,Annual performance increase
EMP0055,,10005,,Senior Data Engineer,,Junior,2024-07-27,Hire,Initial appointment
EMP0055,10005,17701,Senior Data Engineer,Senior Data Engineer,Junior,Mid,2025-02-13,Promotion,Project completion bonus integration
EMP0936,,28742,,Platform Engineer,,Mid,2009-08-01,Hire,Initial appointment
EMP0936,28742,48448,Platform Engineer,Platform Engineer,Mid,Lead,2023-04-25,Promotion,Cost of living adjustment
EMP0292,,19249,,Brand Manager,,Junior,2018-02-17,Hire,Initial appointment
EMP0292,19249,27679,Brand Manager,Brand Manager,Junior,Senior,2025-04-04,Promotion,Market correction adjustment
EMP0441,,7959,,Operations Analyst,,Mid,2024-04-28,Hire,Initial appointment
EMP0441,7959,8991,Operations Analyst,Operations Analyst,Mid,Mid,2024-12-13,Annual Raise,Project completion bonus integration
EMP0441,8991,12214,Operations Analyst,Operations Analyst,Mid,Junior,2025-03-07,Promotion,Cost of living adjustment
EMP0494,,30485,,Finance Director,,Mid,2008-10-02,Hire,Initial appointment
EMP0494,30485,33864,Finance Director,Finance Director,Mid,Mid,2021-03-14,Annual Raise,Market correction adjustment
EMP0494,33864,44258,Finance Director,Finance Director,Mid,Lead,2023-07-31,Promotion,Market correction adjustment
EMP0433,,18034,,UX Designer,,Junior,2016-05-20,Hire,Initial appointment
EMP0433,18034,21414,UX Designer,UX Designer,Junior,Junior,2018-01-17,Annual Raise,Annual performance increase
EMP0433,21414,23309,UX Designer,UX Designer,Junior,Junior,2018-06-13,Annual Raise,Cost of living adjustment
EMP0433,23309,26091,UX Designer,UX Designer,Junior,Senior,2024-02-22,Promotion,Retention adjustment
EMP0188,,18442,,Marketing Analyst,,Junior,2018-06-06,Hire,Initial appointment
EMP0188,18442,19607,Marketing Analyst,Marketing Analyst,Junior,Junior,2021-08-31,Annual Raise,Project completion bonus integration
EMP0188,19607,32854,Marketing Analyst,Marketing Analyst,Junior,Senior,2023-04-02,Promotion,Retention adjustment
EMP0244,,19658,,UX Designer,,Junior,2018-01-08,Hire,Initial appointment
EMP0244,19658,23477,UX Designer,UX Designer,Junior,Junior,2022-07-10,Annual Raise,Retention adjustment
EMP0244,23477,26505,UX Designer,UX Designer,Junior,Junior,2023-03-15,Annual Raise,Cost of living adjustment
EMP0244,26505,30353,UX Designer,UX Designer,Junior,Junior,2023-08-02,Annual Raise,Retention adjustment
EMP0244,30353,30067,UX Designer,UX Designer,Junior,Senior,2024-03-15,Promotion,Project completion bonus integration
EMP0932,,19986,,Data Analyst,,Junior,2016-04-22,Hire,Initial appointment
EMP0932,19986,21283,Data Analyst,Data Analyst,Junior,Junior,2017-03-27,Annual Raise,Annual performance increase
EMP0932,21283,25098,Data Analyst,Data Analyst,Junior,Junior,2020-11-11,Annual Raise,Market correction adjustment
EMP0932,25098,34973,Data Analyst,Data Analyst,Junior,Senior,2024-05-30,Promotion,Retention adjustment
EMP0443,,36706,,Budget Analyst,,Mid,2014-02-05,Hire,Initial appointment
EMP0443,36706,48999,Budget Analyst,Budget Analyst,Mid,Lead,2016-07-29,Promotion,Promoted following review
EMP0371,,9478,,Sales Analyst,,Mid,2024-04-19,Hire,Initial appointment
EMP0371,9478,11063,Sales Analyst,Sales Analyst,Mid,Mid,2024-11-16,Annual Raise,Project completion bonus integration
EMP0371,11063,15658,Sales Analyst,Sales Analyst,Mid,Junior,2025-03-17,Promotion,Project completion bonus integration
EMP0747,,9312,,Financial Analyst,,Mid,2024-04-06,Hire,Initial appointment
EMP0747,9312,10283,Financial Analyst,Financial Analyst,Mid,Mid,2024-10-13,Annual Raise,Annual performance increase
EMP0747,10283,11754,Financial Analyst,Financial Analyst,Mid,Mid,2025-04-09,Annual Raise,Promoted following review
EMP0747,11754,12912,Financial Analyst,Financial Analyst,Mid,Junior,2025-05-18,Promotion,Project completion bonus integration
EMP0958,,11569,,Network Engineer,,Junior,2021-02-07,Hire,Initial appointment
EMP0958,11569,12396,Network Engineer,Network Engineer,Junior,Junior,2023-04-24,Annual Raise,Annual performance increase
